list_name,name,label
street_address,264 Augusta Ave,264 Augusta Ave
street_address,265 Augusta Ave,265 Augusta Ave
street_address,267 Augusta Ave,267 Augusta Ave
street_address,268 Augusta Ave,268 Augusta Ave
street_address,269 Augusta Ave,269 Augusta Ave
street_address,26A Oxford St,26A Oxford St
street_address,26B Oxford St,26B Oxford St
street_address,26C Oxford St,26C Oxford St
street_address,27 Bellevue Ave,27 Bellevue Ave
street_address,27 Casimir St,27 Casimir St
street_address,27 Kensington Ave,27 Kensington Ave
street_address,27 Leonard Ave,27 Leonard Ave
street_address,27 Lippincott St,27 Lippincott St
street_address,27 Oxford St,27 Oxford St
street_address,27 St Andrew St,27 St Andrew St
street_address,27 Wales Ave,27 Wales Ave
street_address,270 Augusta Ave,270 Augusta Ave
street_address,271 Augusta Ave,271 Augusta Ave
street_address,271 College St,271 College St
street_address,272 Augusta Ave,272 Augusta Ave
street_address,273 Augusta Ave,273 Augusta Ave
street_address,273 College St,273 College St
street_address,274 Augusta Ave,274 Augusta Ave
street_address,275 Augusta Ave,275 Augusta Ave
street_address,275 College St,275 College St
street_address,276 Augusta Ave,276 Augusta Ave
street_address,277 Augusta Ave,277 Augusta Ave
street_address,277 College St,277 College St
street_address,277A Augusta Ave,277A Augusta Ave
street_address,278 Augusta Ave,278 Augusta Ave
street_address,279 Augusta Ave,279 Augusta Ave
street_address,279 College St,279 College St
street_address,27A Casimir St,27A Casimir St
street_address,28 Denison Sq,28 Denison Sq
street_address,28 Kensington Ave,28 Kensington Ave
street_address,28 Kensington Pl,28 Kensington Pl
street_address,28 Lippincott St,28 Lippincott St
street_address,28 Nassau St,28 Nassau St
street_address,28 St Andrew St,28 St Andrew St
street_address,280 Augusta Ave,280 Augusta Ave
street_address,281 Augusta Ave,281 Augusta Ave
street_address,281 College St,281 College St
street_address,281A Augusta Ave,281A Augusta Ave
street_address,282 Augusta Ave,282 Augusta Ave
street_address,283 Augusta Ave,283 Augusta Ave
street_address,283 College St,283 College St
street_address,285 1/2 College St,285 1/2 College St
street_address,285 12 College St,285 12 College St
street_address,285 Augusta Ave,285 Augusta Ave
street_address,285 College St,285 College St
street_address,287 Augusta Ave,287 Augusta Ave
street_address,287 College St,287 College St
street_address,289 College St,289 College St
street_address,289A College St,289A College St
street_address,28A Oxford St,28A Oxford St
street_address,28B Oxford St,28B Oxford St
street_address,29 Casimir St,29 Casimir St
street_address,29 Kensington Ave,29 Kensington Ave
street_address,29 Lippincott St,29 Lippincott St
street_address,29 Nassau St,29 Nassau St
street_address,29 Oxford St,29 Oxford St
street_address,29 St Andrew St,29 St Andrew St
street_address,29 Wales Ave,29 Wales Ave
street_address,291 Augusta Ave,291 Augusta Ave
street_address,291 College St,291 College St
street_address,292 Spadina Ave,292 Spadina Ave
street_address,293 Augusta Ave,293 Augusta Ave
street_address,294-296 Spadina Ave,294-296 Spadina Ave
street_address,294 Spadina Ave,294 Spadina Ave
street_address,295 Augusta Ave,295 Augusta Ave
street_address,295 College St,295 College St
street_address,296 Spadina Ave,296 Spadina Ave
street_address,297 Augusta Ave,297 Augusta Ave
street_address,297 College St,297 College St
street_address,298-300 Spadina Ave,298-300 Spadina Ave
street_address,298 Spadina Ave,298 Spadina Ave
street_address,298A Spadina Ave,298A Spadina Ave
street_address,299 Augusta Ave,299 Augusta Ave
street_address,29A Casimir St,29A Casimir St
street_address,2A Kensington Ave,2A Kensington Ave
street_address,3 & 3A Fitzroy Terrace,3 & 3A Fitzroy Terrace
street_address,3 Casimir St,3 Casimir St
street_address,3 Fitzroy Ter,3 Fitzroy Ter
street_address,3 Kensington Ave,3 Kensington Ave
street_address,3 Leonard Ave,3 Leonard Ave
street_address,3 Leonard Pl,3 Leonard Pl
street_address,3 Lippincott St,3 Lippincott St
street_address,3 Nassau St,3 Nassau St
street_address,3 Oxford St,3 Oxford St
street_address,3 Wales Ave,3 Wales Ave
street_address,30 Bellevue Ave,30 Bellevue Ave
street_address,30 Kensington Ave,30 Kensington Ave
street_address,30 Kensington Pl,30 Kensington Pl
street_address,30 Lippincott St,30 Lippincott St
street_address,30 Nassau St,30 Nassau St
street_address,30 St Andrew St,30 St Andrew St
street_address,300 Spadina Ave,300 Spadina Ave
street_address,300A Spadina Ave,300A Spadina Ave
street_address,301 Augusta Ave,301 Augusta Ave
street_address,301 College St,301 College St
street_address,302 Spadina Ave,302 Spadina Ave
street_address,303 Augusta Ave,303 Augusta Ave
street_address,305 Augusta Ave,305 Augusta Ave
street_address,306 Spadina Ave,306 Spadina Ave
street_address,307 Augusta Ave,307 Augusta Ave
street_address,309 Augusta Ave,309 Augusta Ave
street_address,30A Oxford St,30A Oxford St
street_address,30B Oxford St,30B Oxford St
street_address,30C Oxford St,30C Oxford St
street_address,31 Kensington Ave,31 Kensington Ave
street_address,31 Lippincott St,31 Lippincott St
street_address,31 Nassau St,31 Nassau St
street_address,31 Oxford St,31 Oxford St
street_address,310-316 Spadina Ave,310-316 Spadina Ave
street_address,310 Spadina Ave,310 Spadina Ave
street_address,311 Augusta Ave,311 Augusta Ave
street_address,315 Augusta Ave,315 Augusta Ave
street_address,317 College St,317 College St
street_address,318 Spadina Ave,318 Spadina Ave
street_address,319 Augusta Ave,319 Augusta Ave
street_address,319 College St,319 College St
